,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-05-21 04:00:00 UTC,30,30.13,30,30,143800,0,1,0.44698879491596,0.44892574636059,0.44698879491596,0.44698879491596,8.0528e+6
1981-05-22 04:00:00 UTC,31.38,31.62,31.38,31.38,140300,0,1,0.46755027948209,0.47112618984142,0.46755027948209,0.46755027948209,7.8568e+6
1981-05-26 04:00:00 UTC,31.38,31.38,31.25,31.25,381000,0,1,0.46755027948209,0.46755027948209,0.46561332803746,0.46561332803746,2.1336e+7
1981-05-27 04:00:00 UTC,33,33.13,33,33,667400,0,1,0.49168767440755,0.49362462585219,0.49168767440755,0.49168767440755,3.73744e+7
1981-05-28 04:00:00 UTC,33,33.13,33,33,330300,0,1,0.49168767440755,0.49362462585219,0.49168767440755,0.49168767440755,1.84968e+7
1981-05-29 04:00:00 UTC,33.13,33.25,33.13,33.13,265100,0,1,0.49362462585219,0.49541258103185,0.49362462585219,0.49362462585219,1.48456e+7
1981-06-01 04:00:00 UTC,33.13,33.25,33.13,33.13,228800,0,1,0.49362462585219,0.49541258103185,0.49362462585219,0.49362462585219,1.28128e+7
1981-06-02 04:00:00 UTC,31.62,31.62,31.5,31.5,180500,0,1,0.47112618984142,0.47112618984142,0.46933823466176,0.46933823466176,1.0108e+7
1981-06-03 04:00:00 UTC,31.5,31.75,31.5,31.5,176100,0,1,0.46933823466176,0.47306314128606,0.46933823466176,0.46933823466176,9.8616e+6
1981-06-04 04:00:00 UTC,32.12,32.25,32.12,32.12,250300,0,1,0.47857600309002,0.48051295453465,0.47857600309002,0.47857600309002,1.40168e+7
1981-06-05 04:00:00 UTC,31.75,31.75,31.62,31.62,257500,0,1,0.47306314128606,0.47306314128606,0.47112618984142,0.47112618984142,1.442e+7
1981-06-08 04:00:00 UTC,30.63,30.63,30.5,30.5,417400,0,1,0.45637555960919,0.45637555960919,0.45443860816456,0.45443860816456,2.33744e+7
1981-06-09 04:00:00 UTC,31.12,31.25,31.12,31.12,533900,0,1,0.46367637659282,0.46561332803746,0.46367637659282,0.46367637659282,2.98984e+7
1981-06-10 04:00:00 UTC,31.5,31.88,31.5,31.5,112600,0,1,0.46933823466176,0.47500009273069,0.46933823466176,0.46933823466176,6.3056e+6
1981-06-11 04:00:00 UTC,32.87,33,32.87,32.87,174000,0,1,0.48975072296292,0.49168767440755,0.48975072296292,0.48975072296292,9.744e+6
1981-06-12 04:00:00 UTC,32.63,32.63,32.5,32.5,115200,0,1,0.48617481260359,0.48617481260359,0.48423786115895,0.48423786115895,6.4512e+6
1981-06-15 04:00:00 UTC,32.5,32.5,32.37,32.37,641800,0,1,0.48423786115895,0.48423786115895,0.48230090971432,0.48230090971432,3.59408e+7
1981-06-16 04:00:00 UTC,31.88,31.88,31.75,31.75,166300,0,1,0.47500009273069,0.47500009273069,0.47306314128606,0.47306314128606,9.3128e+6
1981-06-17 04:00:00 UTC,31.38,31.38,31.25,31.25,123100,0,1,0.46755027948209,0.46755027948209,0.46561332803746,0.46561332803746,6.8936e+6
1981-06-18 04:00:00 UTC,31.25,31.38,31.12,31.12,102900,0,1,0.46561332803746,0.46755027948209,0.46367637659282,0.46367637659282,5.7624e+6
1981-06-19 04:00:00 UTC,30.37,30.37,30.25,30.25,122800,0,1,0.45250165671992,0.45250165671992,0.45071370154026,0.45071370154026,6.8768e+6
1981-06-22 04:00:00 UTC,29.25,29.25,29.13,29.13,48400,0,1,0.43581407504306,0.43581407504306,0.4340261198634,0.4340261198634,2.7104e+6
1981-06-23 04:00:00 UTC,29.63,29.87,29.63,29.63,67100,0,1,0.44147593311199,0.44505184347132,0.44147593311199,0.44147593311199,3.7576e+6
1981-06-24 04:00:00 UTC,29.13,29.13,28.87,28.87,102800,0,1,0.4340261198634,0.4340261198634,0.43015221697412,0.43015221697412,5.7568e+6
1981-06-25 04:00:00 UTC,29.5,29.63,29.5,29.5,108300,0,1,0.43953898166736,0.44147593311199,0.43953898166736,0.43953898166736,6.0648e+6
1981-06-26 04:00:00 UTC,29.37,29.37,29.13,29.13,106200,0,1,0.43760203022272,0.43760203022272,0.4340261198634,0.4340261198634,5.9472e+6
1981-06-29 04:00:00 UTC,28.38,28.38,28.12,28.12,47300,0,1,0.4228513999905,0.4228513999905,0.41897749710122,0.41897749710122,2.6488e+6
1981-06-30 04:00:00 UTC,26.13,26.13,26,26,160300,0,1,0.3893272403718,0.3893272403718,0.38739028892716,0.38739028892716,8.9768e+6
1981-07-01 04:00:00 UTC,25.87,25.87,25.75,25.75,761000,0,1,0.38545333748253,0.38545333748253,0.38366538230286,0.38366538230286,4.2616e+7
1981-07-02 04:00:00 UTC,25.75,25.87,25.75,25.75,135200,0,1,0.38366538230286,0.38545333748253,0.38366538230286,0.38366538230286,7.5712e+6
1981-07-06 04:00:00 UTC,25.12,25.12,24.88,24.88,73800,0,1,0.37427861760963,0.37427861760963,0.3707027072503,0.3707027072503,4.1328e+6
1981-07-07 04:00:00 UTC,25.12,25.37,25.12,25.12,70700,0,1,0.37427861760963,0.37800352423393,0.37427861760963,0.37427861760963,3.9592e+6
